Image_Name,Image_Path,Plate_Detected,Detected_Text,x1,y1,x2,y2,Processed_Image_Path,Processing_Time,Confidence_Score
0581.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0581.JPG,True,د م٦٧٢٤,147,363,248,412,results\plates\plate_0581.JPG,0.98,1.0
0582.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0582.jpg,True,ع ه٤٤٤٤,352,877,545,977,results\plates\plate_0582.jpg,1.05,1.0
0583.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0583.JPG,True,س ج٣١٣٧,96,347,227,436,results\plates\plate_0583.JPG,0.86,1.0
0584.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0584.JPG,True,ق م ع٧٤٥,244,627,636,829,results\plates\plate_0584.JPG,0.90,1.0
0585.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0585.JPG,True,ل ن ع٢٢١٧,423,507,558,572,results\plates\plate_0585.JPG,0.86,1.0
0586.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0586.jpg,True,س ع د٥,384,757,525,826,results\plates\plate_0586.jpg,0.96,1.0
0587.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0587.JPG,True,ل ن ع٢١٧,417,349,551,415,results\plates\plate_0587.JPG,0.84,1.0
0588.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0588.jpg,True,م ر١١١١,394,713,552,789,results\plates\plate_0588.jpg,1.05,1.0
0589.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0589.JPG,True,ب و س٦٦٦٦,331,409,543,510,results\plates\plate_0589.JPG,0.90,1.0
0590.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0590.JPG,True,ن٥٦٧٤,271,393,385,437,results\plates\plate_0590.JPG,0.89,1.0
0591.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0591.JPG,True,ق ج ب٨٢٤٦,124,259,182,290,results\plates\plate_0591.JPG,0.84,1.0
0592.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0592.JPG,True,س ي ب١٥٦٥,301,719,497,819,results\plates\plate_0592.JPG,0.90,1.0
0593.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0593.jpg,True,أ ه م٢٢٢٢,414,566,647,680,results\plates\plate_0593.jpg,1.01,1.0
0594.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0594.JPG,True,ب ي ص٢٣٧٤,375,598,526,644,results\plates\plate_0594.JPG,0.95,1.0
0595.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0595.JPG,True,ب م س٦٤٢٧٣,206,262,267,292,results\plates\plate_0595.JPG,0.90,1.0
0596.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0596.JPG,True,ب ط ص٢٤٥٨,401,489,495,531,results\plates\plate_0596.JPG,0.88,1.0
0597.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0597.JPG,True,ب ط ص٢٤٥٨,287,543,441,613,results\plates\plate_0597.JPG,0.93,1.0
0598.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0598.JPG,True,ب و س٧١٦,177,511,346,595,results\plates\plate_0598.JPG,0.81,1.0
0599.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0599.JPG,True,س ط ب٣٨٤,250,329,364,386,results\plates\plate_0599.JPG,0.88,1.0
0600.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0600.JPG,True,د ن ج٢٨٦١,183,298,312,359,results\plates\plate_0600.JPG,0.99,1.0
0601.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0601.JPG,True,ص و ج٥٦٢٥,196,315,310,376,results\plates\plate_0601.JPG,1.09,1.0
0602.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0602.JPG,True,ق٤٧٤٩,58,286,114,313,results\plates\plate_0602.JPG,0.84,1.0
0603.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0603.jpg,True,ي ي ي٢٢٢٢,378,745,612,853,results\plates\plate_0603.jpg,0.97,1.0
0604.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0604.jpg,True,ج ج٢,411,325,681,464,results\plates\plate_0604.jpg,0.87,1.0
0605.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0605.JPG,True,ص م ب٦٨٥,403,788,565,866,results\plates\plate_0605.JPG,1.02,1.0
0606.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0606.JPG,True,ي٣٨,222,395,338,456,results\plates\plate_0606.JPG,1.14,1.0
0607.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0607.JPG,True,س ف ي٦٩٤٥٢,304,389,359,418,results\plates\plate_0607.JPG,1.06,1.0
0608.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0608.JPG,True,ط س ب٢٥٨٥,62,456,252,550,results\plates\plate_0608.JPG,1.08,1.0
0609.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0609.JPG,True,ط س ب٢٤٥٥,409,626,576,702,results\plates\plate_0609.JPG,1.03,1.0
0610.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0610.jpg,True,م س م٧٧٧,462,775,668,876,results\plates\plate_0610.jpg,1.02,1.0
0611.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0611.JPG,True,ي٩٥,159,269,221,299,results\plates\plate_0611.JPG,0.98,1.0
0612.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0612.jpg,True,ج ج٢,434,474,657,581,results\plates\plate_0612.jpg,1.09,1.0
0613.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0613.JPG,True,س ن م٩٧٣١,108,458,212,523,results\plates\plate_0613.JPG,1.01,1.0
0614.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0614.JPG,True,ط ر ج٥٥١٧,371,271,479,338,results\plates\plate_0614.JPG,1.03,1.0
0615.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0615.JPG,True,ص م ن٩٤٣,195,333,294,400,results\plates\plate_0615.JPG,0.82,1.0
0616.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0616.JPG,True,ط ج ج٥١٧٩,1263,395,1450,490,results\plates\plate_0616.JPG,0.79,1.0
0617.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0617.JPG,True,ط ج ر٥٢١٨,1076,1490,1285,1618,results\plates\plate_0617.JPG,0.97,1.0
0618.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0618.JPG,True,ط ج ر٥٢١٨,1186,1470,1273,1539,results\plates\plate_0618.JPG,0.96,1.0
0619.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0619.jpg,True,م س م٧٧٧,462,775,668,876,results\plates\plate_0619.jpg,1.00,1.0
0620.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0620.JPG,True,س ه د٦٩٨٧,293,288,386,361,results\plates\plate_0620.JPG,0.81,1.0
0621.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0621.jpg,True,ج ج ن٢,406,386,529,452,results\plates\plate_0621.jpg,1.04,1.0
0622.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0622.JPG,True,ط ج ج٥١٧٩,338,571,502,674,results\plates\plate_0622.JPG,0.93,1.0
0623.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0623.JPG,True,ن ج م٤٤٤٤,311,497,454,568,results\plates\plate_0623.JPG,0.90,1.0
0624.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0624.JPG,True,ط س ق٩٤١٧,429,418,546,484,results\plates\plate_0624.JPG,0.95,1.0
0625.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0625.JPG,True,ص ص ق٣١٥,461,604,574,660,results\plates\plate_0625.JPG,0.98,1.0
0626.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0626.JPG,True,ص ص ق٣١٥,13,626,145,695,results\plates\plate_0626.JPG,1.04,1.0
0627.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0627.JPG,True,ص ص ق٣١٥,307,423,423,494,results\plates\plate_0627.JPG,1.02,1.0
0628.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0628.JPG,True,ص ص ق٣١٥,330,829,638,956,results\plates\plate_0628.JPG,1.05,1.0
0629.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0629.jpg,True,ص ق٧٧٧٧,541,559,728,650,results\plates\plate_0629.jpg,1.04,1.0
0630.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0630.JPG,True,ع ي ل٢٨٧,289,440,438,521,results\plates\plate_0630.JPG,0.85,1.0
0631.JPG,D:\GP\EALPR Vechicles dataset\Vehicles\0631.JPG,True,ن ب أ٨٥٤٥,299,453,431,510,results\plates\plate_0631.JPG,0.92,1.0
0632.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0632.jpg,True,ط د و٩٢٦٧,866,387,1024,488,results\plates\plate_0632.jpg,0.84,1.0
0633.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0633.jpg,True,م ه م٦٦٦,327,774,540,888,results\plates\plate_0633.jpg,0.99,1.0
0634.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0634.jpg,True,ي١,396,475,485,524,results\plates\plate_0634.jpg,0.89,1.0
0635.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0635.jpg,True,ج و٩٥٣١,130,106,198,138,results\plates\plate_0635.jpg,0.87,1.0
0636.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0636.jpg,True,م ف ف٤٥٣,362,643,518,712,results\plates\plate_0636.jpg,0.88,1.0
0637.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0637.jpg,True,أ ر٤٤٤٤,282,608,445,686,results\plates\plate_0637.jpg,0.94,1.0
0638.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0638.jpg,True,س ع د٥,358,676,479,741,results\plates\plate_0638.jpg,0.95,1.0
0639.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0639.jpg,True,ق ن٧٢٥٨,106,420,174,458,results\plates\plate_0639.jpg,1.02,1.0
0640.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0640.jpg,True,ق ل ق٧٧٧٧,296,327,388,375,results\plates\plate_0640.jpg,1.04,1.0
0641.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0641.jpg,True,ر أ ط٥١٦٤,221,351,529,506,results\plates\plate_0641.jpg,0.97,1.0
0642.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0642.jpg,True,ر أ ط٥١٦٤,306,675,473,759,results\plates\plate_0642.jpg,0.93,1.0
0643.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0643.jpg,True,د ط ع٨٥٢٣,315,357,403,403,results\plates\plate_0643.jpg,0.92,1.0
0644.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0644.jpg,True,ب ط ل١١١,389,400,625,521,results\plates\plate_0644.jpg,0.88,1.0
0645.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0645.jpg,True,د أ ع٥٧٤٩,399,575,622,671,results\plates\plate_0645.jpg,0.93,1.0
0646.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0646.jpg,True,س ج ر٩٨٢,259,686,436,753,results\plates\plate_0646.jpg,0.91,1.0
0647.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0647.jpg,True,م م٥٥٥٥,448,651,662,765,results\plates\plate_0647.jpg,0.99,1.0
0648.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0648.jpg,True,ط ن٤٦٨٣,380,626,521,719,results\plates\plate_0648.jpg,0.87,1.0
0649.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0649.jpg,True,س ج ر٩٨٢,255,646,392,700,results\plates\plate_0649.jpg,0.92,1.0
0650.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0650.jpg,True,ر١١١,10,348,324,496,results\plates\plate_0650.jpg,0.95,1.0
0651.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0651.jpg,True,ي١,412,448,466,476,results\plates\plate_0651.jpg,0.96,1.0
0652.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0652.jpg,True,ب ب ب٨٨٨٨,346,395,542,497,results\plates\plate_0652.jpg,1.01,1.0
0653.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0653.jpg,True,ب و ص٥٥٥٥,284,466,415,534,results\plates\plate_0653.jpg,0.93,1.0
0654.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0654.jpg,True,ن ج م١,370,329,476,383,results\plates\plate_0654.jpg,1.07,1.0
0655.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0655.jpg,True,ع ع١,365,483,553,581,results\plates\plate_0655.jpg,0.97,1.0
0656.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0656.jpg,True,و أ و٥٥٥,367,555,488,616,results\plates\plate_0656.jpg,0.96,1.0
0657.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0657.jpg,True,ع د ل٢٢٢٢,330,418,508,507,results\plates\plate_0657.jpg,0.94,1.0
0658.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0658.jpg,True,ب ل٥٥٥٥,351,669,588,787,results\plates\plate_0658.jpg,1.05,1.0
0659.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0659.jpg,True,ف١١,406,672,553,740,results\plates\plate_0659.jpg,0.91,1.0
0660.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0660.jpg,True,م ر٦٦٦٦,306,440,419,498,results\plates\plate_0660.jpg,1.05,1.0
0661.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0661.jpg,True,س س س١,272,618,496,735,results\plates\plate_0661.jpg,0.95,1.0
0662.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0662.jpg,True,د م١,340,614,485,689,results\plates\plate_0662.jpg,1.03,1.0
0663.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0663.jpg,True,م ع١,343,606,516,682,results\plates\plate_0663.jpg,0.99,1.0
0664.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0664.jpg,True,ق و ي٨٨٨٨,409,692,638,808,results\plates\plate_0664.jpg,1.01,1.0
0665.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0665.jpg,True,ر م أ أ ب٩٥٩٧,362,485,534,581,results\plates\plate_0665.jpg,1.04,1.0
0666.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0666.jpg,True,ط١,437,353,594,450,results\plates\plate_0666.jpg,1.02,1.0
0667.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0667.jpg,True,م م ج١,388,516,576,609,results\plates\plate_0667.jpg,1.11,1.0
0668.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0668.jpg,True,ن أ ر١١١١,439,652,580,724,results\plates\plate_0668.jpg,1.02,1.0
0669.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0669.jpg,True,س٥٥,301,747,486,822,results\plates\plate_0669.jpg,0.99,1.0
0670.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0670.jpg,True,س س١,294,422,463,509,results\plates\plate_0670.jpg,1.00,1.0
0671.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0671.jpg,True,م ن ص٦٦٦٦,381,612,626,738,results\plates\plate_0671.jpg,1.02,1.0
0672.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0672.jpg,True,أ٩,368,533,599,649,results\plates\plate_0672.jpg,1.09,1.0
0673.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0673.jpg,True,و ج د١١١,177,560,261,607,results\plates\plate_0673.jpg,1.03,1.0
0674.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0674.jpg,True,س ص١,262,377,435,465,results\plates\plate_0674.jpg,0.92,1.0
0675.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0675.jpg,True,ي١,213,455,363,534,results\plates\plate_0675.jpg,0.95,1.0
0676.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0676.jpg,True,أ١١١,508,535,621,595,results\plates\plate_0676.jpg,1.06,1.0
0677.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0677.jpg,True,أ٧٧٧,278,420,457,516,results\plates\plate_0677.jpg,1.01,1.0
0678.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0678.jpg,True,و و و٤٤٤٤,370,516,564,612,results\plates\plate_0678.jpg,1.02,1.0
0679.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0679.jpg,True,أ د م١١١١,560,466,775,576,results\plates\plate_0679.jpg,1.26,1.0
0680.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0680.jpg,True,ط ي ب٦٦٦٦,375,533,596,638,results\plates\plate_0680.jpg,0.89,1.0
0681.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0681.jpg,True,م ي ر أ١,324,432,413,481,results\plates\plate_0681.jpg,1.04,1.0
0682.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0682.jpg,True,أ ه م٤٤٤٤,781,554,973,650,results\plates\plate_0682.jpg,1.01,1.0
0683.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0683.jpg,True,د د و١,491,339,699,444,results\plates\plate_0683.jpg,1.15,1.0
0684.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0684.jpg,True,س م و٥٥٥,317,389,416,435,results\plates\plate_0684.jpg,1.55,1.0
0685.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0685.jpg,True,ج ب ل٧٧٧,363,511,481,571,results\plates\plate_0685.jpg,1.14,1.0
0686.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0686.jpg,True,ف ر س٦٦٦,136,385,342,490,results\plates\plate_0686.jpg,1.19,1.0
0687.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0687.jpg,True,أ س د٩,348,684,591,807,results\plates\plate_0687.jpg,1.30,1.0
0688.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0688.jpg,True,م١٢,572,675,736,768,results\plates\plate_0688.jpg,1.09,1.0
0689.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0689.jpg,True,و و و٤٤٤٤,150,193,872,576,results\plates\plate_0689.jpg,1.00,1.0
0690.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0690.jpg,True,م ص ر٧٧٧,462,343,649,449,results\plates\plate_0690.jpg,1.38,1.0
0691.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0691.jpg,True,ج ب ل٦٦٦٦,339,155,547,267,results\plates\plate_0691.jpg,0.90,1.0
0692.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0692.jpg,True,س١١,471,413,588,497,results\plates\plate_0692.jpg,1.21,1.0
0693.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0693.jpg,True,ج ج ج١,317,692,452,772,results\plates\plate_0693.jpg,1.11,1.0
0694.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0694.jpg,True,ب و ب٥٥٥٥,528,464,669,539,results\plates\plate_0694.jpg,1.69,1.0
0695.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0695.jpg,True,ل و ل١١١,567,390,665,454,results\plates\plate_0695.jpg,1.61,1.0
0696.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0696.jpg,True,ر ع ب١,195,266,362,348,results\plates\plate_0696.jpg,2.97,1.0
0697.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0697.jpg,True,ه أ م٧٧٧,341,161,621,308,results\plates\plate_0697.jpg,2.36,1.0
0698.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0698.jpg,True,ي ي ي٢٢٢٢,445,712,636,817,results\plates\plate_0698.jpg,1.46,1.0
0699.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0699.jpg,True,و١,277,251,399,313,results\plates\plate_0699.jpg,2.01,1.0
0700.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0700.jpg,True,و و و٤٤٤٤,349,673,600,803,results\plates\plate_0700.jpg,1.27,1.0
0701.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0701.jpg,True,س س١,383,363,557,454,results\plates\plate_0701.jpg,1.24,1.0
0702.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0702.jpg,True,أ د م٦٦٦٦,301,291,459,375,results\plates\plate_0702.jpg,1.29,1.0
0703.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0703.jpg,True,س س١,349,257,427,299,results\plates\plate_0703.jpg,1.14,1.0
0704.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0704.jpg,True,أ ه م٥٥٥٥,290,288,435,364,results\plates\plate_0704.jpg,1.23,1.0
0705.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0705.jpg,True,ف ف١١١١,433,355,575,426,results\plates\plate_0705.jpg,0.99,1.0
0706.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0706.jpg,True,س س س٨٨٨٨,249,269,422,361,results\plates\plate_0706.jpg,1.09,1.0
0707.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0707.jpg,True,ق ق٩٩٩٩,430,374,588,455,results\plates\plate_0707.jpg,1.17,1.0
0708.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0708.jpg,True,ه١,231,169,429,280,results\plates\plate_0708.jpg,1.07,1.0
0709.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0709.jpg,True,س س س١١١١,165,474,309,559,results\plates\plate_0709.jpg,1.16,1.0
0710.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0710.jpg,True,د١,177,125,488,290,results\plates\plate_0710.jpg,1.06,1.0
0711.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0711.jpg,True,و و و٤٤٤٤,355,717,610,850,results\plates\plate_0711.jpg,1.02,1.0
0712.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0712.jpg,True,س١١,358,258,510,346,results\plates\plate_0712.jpg,1.10,1.0
0713.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0713.jpg,True,و١١,276,379,371,430,results\plates\plate_0713.jpg,1.05,1.0
0714.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0714.jpg,True,و و٦٦٦٦,367,274,501,346,results\plates\plate_0714.jpg,1.07,1.0
0715.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0715.jpg,True,أ١,284,504,385,562,results\plates\plate_0715.jpg,1.06,1.0
0716.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0716.jpg,True,ج م ل٩٩٩,179,170,389,275,results\plates\plate_0716.jpg,1.11,1.0
0717.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0717.jpg,True,أ ط٦٦٦٦,560,811,771,933,results\plates\plate_0717.jpg,0.99,1.0
0718.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0718.jpg,True,و و و١٢٣٤,356,170,505,253,results\plates\plate_0718.jpg,1.04,1.0
0719.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0719.jpg,True,ص ص٢٢٢٢,87,439,174,502,results\plates\plate_0719.jpg,1.03,1.0
0720.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0720.jpg,True,ع ع١,173,488,448,631,results\plates\plate_0720.jpg,1.13,1.0
0721.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0721.jpg,True,و و و٤٤٤٤,333,763,567,861,results\plates\plate_0721.jpg,0.96,1.0
0722.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0722.jpg,True,م م م١,334,257,516,352,results\plates\plate_0722.jpg,1.17,1.0
0723.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0723.jpg,True,أ٨,317,371,459,442,results\plates\plate_0723.jpg,1.66,1.0
0724.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0724.jpg,True,س ي ف١,291,304,422,371,results\plates\plate_0724.jpg,2.16,1.0
0725.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0725.jpg,True,ه١,302,293,412,350,results\plates\plate_0725.jpg,2.35,1.0
0726.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0726.jpg,True,ه ي أ٧٧٧,280,167,442,250,results\plates\plate_0726.jpg,1.41,1.0
0727.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0727.jpg,True,أ س د١,170,324,311,403,results\plates\plate_0727.jpg,1.81,1.0
0728.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0728.jpg,True,م ط ر٦٦٦,165,403,253,462,results\plates\plate_0728.jpg,1.31,1.0
0729.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0729.jpg,True,م ه م٦٦,232,749,427,847,results\plates\plate_0729.jpg,1.22,1.0
0730.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0730.jpg,True,أ ر٤٤٤٤,528,632,672,712,results\plates\plate_0730.jpg,1.04,1.0
0731.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0731.jpg,True,ن ج م٦٦٦٦,302,542,472,613,results\plates\plate_0731.jpg,1.26,1.0
0732.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0732.jpg,True,ق١,273,314,397,377,results\plates\plate_0732.jpg,1.78,1.0
0733.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0733.jpg,True,ه س١١١١,330,470,465,539,results\plates\plate_0733.jpg,1.68,1.0
0734.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0734.jpg,True,ن س ر١٦٦٦,304,630,492,721,results\plates\plate_0734.jpg,1.46,1.0
0735.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0735.jpg,True,ص ق ر٩٩٩٩,267,429,346,470,results\plates\plate_0735.jpg,1.89,1.0
0736.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0736.jpg,True,ف ف١١١١,432,355,575,427,results\plates\plate_0736.jpg,1.05,1.0
0737.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0737.jpg,True,أ ع١,379,465,600,582,results\plates\plate_0737.jpg,1.65,1.0
0738.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0738.jpg,True,أ ع١,433,815,684,938,results\plates\plate_0738.jpg,1.79,1.0
0739.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0739.jpg,True,أ ع١,442,726,682,845,results\plates\plate_0739.jpg,1.92,1.0
0740.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0740.jpg,True,أ ع١,410,746,567,829,results\plates\plate_0740.jpg,1.87,1.0
0741.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0741.jpg,True,أ ع١,492,658,739,797,results\plates\plate_0741.jpg,1.68,1.0
0742.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0742.jpg,True,أ أ أ٨٨٨,213,250,289,291,results\plates\plate_0742.jpg,1.41,1.0
0743.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0743.jpg,True,ه١,424,346,618,447,results\plates\plate_0743.jpg,1.56,1.0
0744.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0744.jpg,True,ه١,461,476,726,616,results\plates\plate_0744.jpg,1.16,1.0
0745.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0745.jpg,True,ه١,302,424,391,475,results\plates\plate_0745.jpg,1.42,1.0
0746.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0746.jpg,True,ه١,510,527,694,621,results\plates\plate_0746.jpg,1.21,1.0
0747.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0747.jpg,True,ه١,323,300,450,367,results\plates\plate_0747.jpg,1.27,1.0
0748.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0748.jpg,True,أ ه م٥٥٥,252,269,372,330,results\plates\plate_0748.jpg,1.13,1.0
0749.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0749.jpg,True,أ ه م٥٥٥,377,316,495,393,results\plates\plate_0749.jpg,1.12,1.0
